,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,1.0,9.907674789428711,5.471485614776611,4.4361891746521,9.710387229919434,5.32509708404541,4.385290145874023
1,1.0,14.760765075683594,7.350412368774414,7.41035270690918,6.3150787353515625,3.890944242477417,2.4241344928741455
2,1.0,-3.7567331790924072,-1.8868114948272705,1.8699216842651367,-5.9005255699157715,-3.4606287479400635,2.439896821975708
3,1.0,6.059556007385254,2.4688539505004883,3.5907020568847656,7.222428321838379,2.706238031387329,4.516190528869629
4,0.0,14.85986042022705,6.8544230461120605,8.005437850952148,-8.764564514160156,-2.2362313270568848,6.5283331871032715
5,1.0,14.573184967041016,5.527030944824219,9.046154022216797,2.5381317138671875,1.6442242860794067,0.8939074277877808
6,1.0,-2.691047191619873,-1.17323637008667,1.5178108215332031,2.2713351249694824,0.692861020565033,1.5784740447998047
7,1.0,-6.653249740600586,-2.389129638671875,4.264120101928711,-3.1480283737182617,-1.896111249923706,1.2519171237945557
8,0.0,-6.512542724609375,-3.347874164581299,3.164668560028076,-7.150505065917969,-2.821537494659424,4.328967571258545
9,1.0,-7.837588310241699,-4.087214946746826,3.750373363494873,-6.256581783294678,-3.549523115158081,2.7070586681365967
10,1.0,11.938789367675781,6.369378089904785,5.569411277770996,7.879443645477295,4.902345657348633,2.977097988128662
11,1.0,-0.07918024063110352,-0.177528977394104,0.09834873676300049,-2.6234617233276367,-1.9322580099105835,0.6912037134170532
12,1.0,-9.507864952087402,-4.747193336486816,4.760671615600586,-3.2259340286254883,-2.2795422077178955,0.9463918209075928
13,0.0,16.9722843170166,6.28441047668457,10.687873840332031,-7.239211559295654,-1.5367460250854492,5.702465534210205
14,0.0,-22.291303634643555,-8.673274040222168,13.618029594421387,6.672662258148193,1.2356526851654053,5.437009811401367
15,0.0,20.303482055664062,6.89695405960083,13.40652847290039,-10.99925708770752,-2.904543876647949,8.09471321105957
16,0.0,-1.348451852798462,0.1222204864025116,1.470672369003296,1.6450392007827759,0.263208270072937,1.3818309307098389
17,0.0,-13.103128433227539,-5.141353607177734,7.961774826049805,8.133557319641113,1.594365119934082,6.539192199707031
18,1.0,2.697706699371338,2.074570894241333,0.6231358051300049,2.1276373863220215,1.6114407777786255,0.516196608543396
19,1.0,-12.904531478881836,-5.807825088500977,7.096706390380859,-4.062472820281982,-2.833238124847412,1.2292346954345703
20,1.0,-10.0612154006958,-3.8223812580108643,6.238834381103516,-4.614221096038818,-0.5047571659088135,4.109463691711426
21,0.0,13.52552604675293,6.158905029296875,7.366621017456055,-7.969582557678223,-2.2362141609191895,5.733368396759033
22,0.0,16.799938201904297,7.6429972648620605,9.156940460205078,-10.213590621948242,-2.0537333488464355,8.159856796264648
23,0.0,-1.5335783958435059,-0.8678555488586426,0.6657228469848633,-1.8125905990600586,-1.2671091556549072,0.5454814434051514
24,1.0,-7.555799961090088,-2.7947494983673096,4.761050224304199,-4.075550556182861,-2.3322761058807373,1.743274450302124
25,1.0,0.8904246091842651,0.6429727673530579,0.24745184183120728,-0.7117348909378052,-0.44110172986984253,0.27063316106796265
26,0.0,3.1215438842773438,1.2404119968414307,1.881131887435913,-4.097151279449463,-1.504326343536377,2.592824935913086
27,1.0,1.2770237922668457,0.10223972797393799,1.1747840642929077,0.7640988826751709,0.40187761187553406,0.36222127079963684
28,1.0,-3.4116134643554688,0.0764012336730957,3.4880146980285645,0.6280527710914612,0.689991295337677,0.06193852424621582
29,1.0,5.973685264587402,3.294321060180664,2.6793642044067383,1.7526346445083618,1.256463646888733,0.4961709976196289
30,1.0,-2.207942008972168,-2.008732318878174,0.19920969009399414,-2.7905077934265137,-2.5233030319213867,0.26720476150512695
31,0.0,9.635612487792969,5.029149055480957,4.606463432312012,-7.041511535644531,-3.018359661102295,4.023151874542236
32,0.0,-2.1082828044891357,-0.33490824699401855,1.7733745574951172,1.3889002799987793,-0.077977254986763,1.4668775796890259
33,1.0,-27.58465576171875,-14.916030883789062,12.668624877929688,-6.5439910888671875,-2.8043811321258545,3.739609956741333
34,0.0,26.38916015625,11.450592041015625,14.938568115234375,-14.1277494430542,-2.526768207550049,11.600980758666992
35,1.0,12.474504470825195,6.913046836853027,5.561457633972168,8.28213119506836,5.104744911193848,3.1773862838745117
36,0.0,-0.8386025428771973,-2.452066421508789,1.6134638786315918,7.670652389526367,4.381404876708984,3.289247512817383
37,0.0,-2.3915319442749023,-3.2466812133789062,0.8551492691040039,9.62582778930664,5.131166934967041,4.4946608543396
38,1.0,-0.9144946932792664,-0.1626109778881073,0.7518837451934814,-0.004190186038613319,-0.2620149254798889,0.25782474875450134
39,1.0,1.6957247257232666,1.2815507650375366,0.41417396068573,2.4684720039367676,1.4049509763717651,1.0635210275650024
40,1.0,2.5822410583496094,1.5666124820709229,1.0156285762786865,-0.9065049886703491,0.05443638935685158,0.9609413743019104
41,1.0,10.477925300598145,4.118742942810059,6.359182357788086,1.9800727367401123,1.4112863540649414,0.5687863826751709
42,0.0,-4.371346950531006,-1.5155892372131348,2.855757713317871,-0.2514484226703644,-1.1593260765075684,0.9078776836395264
43,1.0,33.860843658447266,18.200803756713867,15.660039901733398,22.378236770629883,16.830568313598633,5.54766845703125
44,1.0,-6.955123424530029,-1.9017276763916016,5.053395748138428,-2.3124704360961914,-1.1254204511642456,1.1870499849319458
45,0.0,6.384995937347412,3.943897247314453,2.441098690032959,-3.622974395751953,-1.852499008178711,1.7704753875732422
46,1.0,8.048320770263672,4.379336357116699,3.6689844131469727,1.4207725524902344,0.552765965461731,0.8680065870285034
47,0.0,-12.411548614501953,-3.6738805770874023,8.73766803741455,6.634493827819824,1.9572551250457764,4.677238464355469
48,0.0,-8.275965690612793,-4.3359551429748535,3.9400105476379395,5.149377822875977,2.3887295722961426,2.760648250579834
49,0.0,20.9075984954834,10.70263957977295,10.20495891571045,-15.11546516418457,-9.302287101745605,5.813178062438965
50,1.0,6.304964065551758,4.424954414367676,1.880009651184082,2.9251456260681152,1.3164674043655396,1.6086782217025757
51,0.0,-1.7908210754394531,1.0485074520111084,2.8393285274505615,4.408264636993408,0.7209504842758179,3.687314033508301
52,0.0,20.212148666381836,9.168037414550781,11.044111251831055,-10.238486289978027,-3.0757222175598145,7.162764072418213
53,0.0,-0.7449869513511658,1.2342383861541748,1.9792253971099854,-0.03901318833231926,-0.5882726311683655,0.5492594242095947
54,1.0,7.201838970184326,4.919684410095215,2.2821545600891113,2.2111687660217285,2.4058454036712646,0.19467663764953613
55,0.0,-4.51814079284668,-1.7258148193359375,2.792325973510742,-2.2078397274017334,-1.2349495887756348,0.9728901386260986
56,1.0,-3.111937999725342,0.5710132122039795,3.6829512119293213,-8.728962898254395,-3.9568779468536377,4.772085189819336
57,0.0,14.045761108398438,8.85659408569336,5.189167022705078,-15.245348930358887,-7.833149433135986,7.4121994972229
58,0.0,-1.390549659729004,0.051430702209472656,1.4419803619384766,-5.679185390472412,-4.243862152099609,1.4353232383728027
59,1.0,2.2689266204833984,1.678302526473999,0.5906240940093994,1.2868356704711914,0.846472442150116,0.44036322832107544
60,0.0,18.974327087402344,8.798479080200195,10.175848007202148,-16.963613510131836,-8.617607116699219,8.346006393432617
61,1.0,-5.421017646789551,-0.9479861259460449,4.473031520843506,-2.4241139888763428,-0.7322593331336975,1.69185471534729
62,1.0,1.3719420433044434,0.5834473967552185,0.7884946465492249,-0.8805722594261169,-0.45781904458999634,0.4227532148361206
63,1.0,2.199617862701416,2.9155688285827637,0.7159509658813477,1.1258333921432495,1.2348915338516235,0.10905814170837402
64,0.0,0.32991886138916016,3.7565221786499023,3.426603317260742,-6.941888809204102,-5.433374881744385,1.5085139274597168
65,0.0,-0.1619216799736023,0.7350473999977112,0.8969690799713135,-0.05750254914164543,-0.49634790420532227,0.43884536623954773
66,0.0,9.292985916137695,3.208693742752075,6.084292411804199,0.6791030764579773,0.18342408537864685,0.49567899107933044
67,0.0,-0.27444911003112793,1.5987029075622559,1.8731520175933838,-2.0258967876434326,-2.4013564586639404,0.3754596710205078
68,1.0,-3.058464288711548,0.2269476056098938,3.285411834716797,-1.8212461471557617,-0.05311376228928566,1.7681323289871216
69,1.0,-1.6216726303100586,-0.8166090250015259,0.8050636053085327,3.168386936187744,1.3021939992904663,1.8661929368972778
70,1.0,-8.475164413452148,-3.5405631065368652,4.934601306915283,1.5554224252700806,0.12665879726409912,1.4287636280059814
71,1.0,9.351325035095215,5.490137577056885,3.86118745803833,-3.7889699935913086,-0.6321364045143127,3.1568336486816406
72,1.0,-19.795434951782227,-7.19934606552124,12.596088409423828,-3.9727954864501953,-2.7082295417785645,1.2645659446716309
73,0.0,14.485431671142578,6.382712364196777,8.1027193069458,-8.79132080078125,-2.1273438930511475,6.663976669311523
74,0.0,-1.8283253908157349,1.2723101377487183,3.100635528564453,0.7844396829605103,-0.7409487366676331,1.525388479232788
75,1.0,0.15253067016601562,1.3373000621795654,1.1847693920135498,1.612537145614624,0.8332329392433167,0.7793042063713074
76,1.0,-7.384695529937744,-4.376366138458252,3.008329391479492,-5.183992862701416,-4.706267356872559,0.4777255058288574
77,0.0,-4.451807498931885,-2.500704288482666,1.9511032104492188,-4.947575092315674,-2.217197895050049,2.730377197265625
78,1.0,11.833831787109375,6.026062965393066,5.807768821716309,4.6333327293396,3.4626495838165283,1.1706831455230713
79,1.0,11.522361755371094,5.062435150146484,6.459926605224609,3.242569923400879,2.0277109146118164,1.2148590087890625
80,0.0,26.29270362854004,11.152273178100586,15.140430450439453,-12.384536743164062,-4.79826545715332,7.586271286010742
81,1.0,-10.025300979614258,-3.01725172996521,7.008049011230469,-4.40778112411499,-2.433987855911255,1.9737932682037354
82,1.0,2.188533306121826,7.340356826782227,5.1518235206604,-7.526904582977295,-1.692382574081421,5.834522247314453
83,1.0,-5.780439376831055,-2.2488319873809814,3.5316073894500732,1.6639676094055176,0.734577476978302,0.9293901324272156
84,1.0,-10.646724700927734,-6.588364124298096,4.058360576629639,-6.37074613571167,-0.9611364006996155,5.409609794616699
85,0.0,-9.540518760681152,-2.647590160369873,6.892928600311279,5.037951469421387,0.3836478590965271,4.654303550720215
86,0.0,-5.173675060272217,-2.0303542613983154,3.1433207988739014,-2.0972180366516113,-0.24195966124534607,1.8552583456039429
87,0.0,-2.3201186656951904,-0.035955071449279785,2.284163475036621,3.781116247177124,0.9034612774848938,2.877655029296875
88,1.0,-2.5428102016448975,2.525421142578125,5.068231582641602,-5.158198833465576,-1.260367751121521,3.8978309631347656
89,1.0,-3.7051925659179688,-0.8550641536712646,2.850128412246704,-4.574756145477295,-2.016554832458496,2.558201313018799
90,1.0,6.380259990692139,4.038752555847168,2.3415074348449707,-1.4608060121536255,-0.09041228890419006,1.3703937530517578
91,0.0,-5.004035949707031,-0.7443089485168457,4.2597270011901855,4.8511247634887695,2.056337833404541,2.7947869300842285
92,1.0,0.3057422637939453,1.3452916145324707,1.0395493507385254,-4.853262424468994,-2.042377233505249,2.810885190963745
93,0.0,-15.319503784179688,-5.589573383331299,9.729930877685547,9.316227912902832,0.06771420687437057,9.248514175415039
94,1.0,10.111481666564941,4.655272006988525,5.456209659576416,11.508186340332031,5.61906623840332,5.889120101928711
95,1.0,2.565460443496704,1.412260890007019,1.153199553489685,4.8602824211120605,2.2033865451812744,2.656895875930786
96,1.0,5.981321334838867,2.127129316329956,3.854192018508911,0.2507329285144806,-0.1903732419013977,0.4411061704158783
97,0.0,0.6922639012336731,0.5070559978485107,0.18520790338516235,-1.6354193687438965,-0.7678298950195312,0.8675894737243652
