,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,0,3.3424747770000005,2.7711844444274902,0.5712902545928955,3.511036813,3.586592674255371,0.07555580139160156
1,0,4.509761449000001,4.262724876403809,0.24703645706176758,2.258587166,2.1293365955352783,0.12925052642822266
2,1,4.304433498,3.985844373703003,0.3185889720916748,5.8137808479999995,6.3045973777771,0.490816593170166
3,0,4.600004967,4.427177906036377,0.17282724380493164,0.605363643,1.867609977722168,1.2622463703155518
4,1,4.58550545,4.321749687194824,0.26375579833984375,6.172307322000001,6.351417541503906,0.17911005020141602
5,0,3.927806231,3.7032766342163086,0.22452950477600098,3.860673597,2.4956607818603516,1.3650128841400146
6,0,3.95825355,3.868779182434082,0.08947443962097168,3.364810559,2.615793228149414,0.7490172386169434
7,0,3.8052758919999996,3.680149793624878,0.12512612342834473,2.184635919,2.653254270553589,0.46861839294433594
8,1,4.6701246439999995,4.405821800231934,0.26430273056030273,4.944219691,5.993789196014404,1.0495696067810059
9,1,2.9800397799999994,2.6804375648498535,0.2996022701263428,7.351988971,6.3842597007751465,0.9677290916442871
10,0,3.2408957689999993,1.503425121307373,1.7374706268310547,4.308376312,4.735092639923096,0.42671632766723633
11,0,4.482852222,4.112468719482422,0.37038373947143555,3.987803135,1.910407304763794,2.0773959159851074
12,1,3.6437281949999996,3.4701826572418213,0.17354559898376465,6.423668299,6.417450428009033,0.00621795654296875
13,0,4.580964064,4.21183443069458,0.36912965774536133,1.052633262,1.8584399223327637,0.8058066368103027
14,0,4.400716933999999,3.922342538833618,0.4783742427825928,0.677101301,2.04164719581604,1.3645458221435547
15,0,2.8283215350000006,-0.05954551696777344,2.887866973876953,4.596619876,5.917917728424072,1.3212976455688477
16,0,4.078197586,3.890113592147827,0.18808388710021973,2.936527082,2.554115056991577,0.3824119567871094
17,0,3.709703341,2.1685373783111572,1.541166067123413,4.3672106610000005,3.607215642929077,0.7599952220916748
18,0,3.8569156420000006,3.804706335067749,0.05220937728881836,3.3736792789999996,2.43353533744812,0.9401438236236572
