,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,0,1.0,-0.008159920573234558,1.008159875869751,0.0,0.16412383317947388,0.16412383317947388
1,0,0.0,-0.022309228777885437,0.022309228777885437,0.0,0.1038193479180336,0.1038193479180336
2,0,0.0,-0.054552555084228516,0.054552555084228516,0.0,0.33984827995300293,0.33984827995300293
3,0,0.0,-0.0410713329911232,0.0410713329911232,0.0,0.12074067443609238,0.12074067443609238
4,0,0.0,-0.022927522659301758,0.022927522659301758,0.0,0.09241707623004913,0.09241707623004913
5,1,0.0,-0.022593140602111816,0.022593140602111816,1.0,0.25711318850517273,0.7428867816925049
6,1,0.0,-0.027899108827114105,0.027899108827114105,0.0,0.07541348040103912,0.07541348040103912
7,0,0.0,0.04243350028991699,0.04243350028991699,1.0,0.4495159685611725,0.5504840612411499
8,1,1.0,-0.06261564791202545,1.0626156330108643,1.0,0.21149124205112457,0.7885087728500366
9,1,0.0,-0.07176712155342102,0.07176712155342102,1.0,0.48913970589637756,0.5108603239059448
10,1,0.0,-0.00011415034532546997,0.00011415034532546997,0.0,0.10202845185995102,0.10202845185995102
11,0,0.0,-0.015519887208938599,0.015519887208938599,0.0,0.09312300384044647,0.09312300384044647
12,1,1.0,-0.024816513061523438,1.0248165130615234,1.0,0.2589586079120636,0.7410414218902588
13,1,0.0,-0.01351078599691391,0.01351078599691391,0.0,0.08312561362981796,0.08312561362981796
14,1,0.0,-0.027385376393795013,0.027385376393795013,0.0,0.09350229054689407,0.09350229054689407
15,1,0.0,-0.06521815806627274,0.06521815806627274,0.0,0.05052190274000168,0.05052190274000168
16,0,0.0,-0.02342008799314499,0.02342008799314499,0.0,0.09417782723903656,0.09417782723903656
17,0,0.0,-0.09158012270927429,0.09158012270927429,0.0,0.244429811835289,0.244429811835289
18,0,0.0,-0.0351734384894371,0.0351734384894371,0.0,0.11031778901815414,0.11031778901815414
19,0,0.0,-0.010800376534461975,0.010800376534461975,0.0,0.10154810547828674,0.10154810547828674
20,1,0.0,-0.021712660789489746,0.021712660789489746,0.0,0.08152846246957779,0.08152846246957779
21,0,0.0,-0.03021247684955597,0.03021247684955597,0.0,0.1948452889919281,0.1948452889919281
22,0,0.0,0.0018007531762123108,0.0018007531762123108,0.0,0.09751466661691666,0.09751466661691666
23,0,0.0,-0.0431194007396698,0.0431194007396698,0.0,0.20658735930919647,0.20658735930919647
24,0,0.0,-0.031072035431861877,0.031072035431861877,0.0,0.11447441577911377,0.11447441577911377
25,1,0.0,-0.01952102780342102,0.01952102780342102,0.0,0.15610510110855103,0.15610510110855103
26,0,0.0,-0.071576327085495,0.071576327085495,1.0,0.519008994102478,0.480991005897522
27,0,0.0,-2.0042061805725098e-05,2.0042061805725098e-05,0.0,0.10135865211486816,0.10135865211486816
28,1,0.0,-0.024757027626037598,0.024757027626037598,0.0,0.08206484466791153,0.08206484466791153
29,0,1.0,-0.003296196460723877,1.003296136856079,0.0,0.12870387732982635,0.12870387732982635
30,1,0.0,-0.028382092714309692,0.028382092714309692,1.0,0.30888643860816956,0.6911135911941528
31,1,0.0,-0.04743830859661102,0.04743830859661102,0.0,0.07476505637168884,0.07476505637168884
32,1,0.0,-0.0020372867584228516,0.0020372867584228516,0.0,0.14910830557346344,0.14910830557346344
33,0,0.0,-0.22165977954864502,0.22165977954864502,0.0,0.4654462933540344,0.4654462933540344
34,0,0.0,-0.007282830774784088,0.007282830774784088,0.0,0.10705222189426422,0.10705222189426422
35,1,0.0,0.02280838042497635,0.02280838042497635,0.0,0.12334731221199036,0.12334731221199036
36,1,1.0,0.08712191879749298,0.9128780961036682,1.0,0.250967800617218,0.749032199382782
37,1,0.0,-0.016559340059757233,0.016559340059757233,0.0,0.0827103853225708,0.0827103853225708
38,0,0.0,0.0006199553608894348,0.0006199553608894348,0.0,0.08648750185966492,0.08648750185966492
39,0,-1.0,0.040572673082351685,1.0405726432800293,1.0,0.4639832675457001,0.5360167026519775
40,1,0.0,-0.05193433165550232,0.05193433165550232,0.0,0.1583814024925232,0.1583814024925232
41,1,0.0,-0.015259861946105957,0.015259861946105957,0.0,0.13495713472366333,0.13495713472366333
42,0,0.0,-0.001972377300262451,0.001972377300262451,0.0,0.10629026591777802,0.10629026591777802
43,1,0.0,-0.023260504007339478,0.023260504007339478,0.0,0.2174350619316101,0.2174350619316101
44,0,0.0,-0.0305488184094429,0.0305488184094429,0.0,0.12142301350831985,0.12142301350831985
45,0,0.0,-0.09133625775575638,0.09133625775575638,0.0,0.18842211365699768,0.18842211365699768
46,0,0.0,-0.01765984296798706,0.01765984296798706,0.0,0.1113654375076294,0.1113654375076294
47,0,0.0,-0.016847647726535797,0.016847647726535797,0.0,0.09369711577892303,0.09369711577892303
48,0,0.0,-0.10002189874649048,0.10002189874649048,0.0,0.3399803638458252,0.3399803638458252
49,1,0.0,-0.01699230819940567,0.01699230819940567,0.0,0.07853105664253235,0.07853105664253235
50,0,0.0,-0.002774961292743683,0.002774961292743683,0.0,0.11840992420911789,0.11840992420911789
51,0,0.0,-0.030234411358833313,0.030234411358833313,0.0,0.11026835441589355,0.11026835441589355
52,1,-1.0,-0.039257124066352844,0.9607428908348083,0.0,0.0904371440410614,0.0904371440410614
53,1,0.0,0.022235065698623657,0.022235065698623657,0.0,0.15596459805965424,0.15596459805965424
54,0,0.0,-0.052042603492736816,0.052042603492736816,0.0,0.49685949087142944,0.49685949087142944
55,1,-1.0,-0.006428971886634827,0.9935710430145264,0.0,0.1451517790555954,0.1451517790555954
56,1,0.0,-0.022883810102939606,0.022883810102939606,0.0,0.10813378542661667,0.10813378542661667
57,1,0.0,-0.005078800022602081,0.005078800022602081,0.0,0.08413949608802795,0.08413949608802795
58,1,0.0,-0.02527078241109848,0.02527078241109848,0.0,0.09604397416114807,0.09604397416114807
59,0,0.0,-0.09254439175128937,0.09254439175128937,1.0,0.24431726336479187,0.7556827068328857
60,1,0.0,-0.006835654377937317,0.006835654377937317,0.0,0.2287815511226654,0.2287815511226654
61,0,0.0,-0.022028014063835144,0.022028014063835144,0.0,0.10025070607662201,0.10025070607662201
62,0,0.0,-0.0189344584941864,0.0189344584941864,0.0,0.1091998815536499,0.1091998815536499
63,1,1.0,0.01847955584526062,0.981520414352417,1.0,0.4360862672328949,0.5639137029647827
64,1,0.0,-0.01428205519914627,0.01428205519914627,0.0,0.11754722148180008,0.11754722148180008
65,1,0.0,-0.017911836504936218,0.017911836504936218,0.0,0.08829370141029358,0.08829370141029358
66,0,-1.0,0.033847033977508545,1.0338470935821533,1.0,0.36097437143325806,0.6390256285667419
67,0,0.0,-0.03766512870788574,0.03766512870788574,0.0,0.11045178771018982,0.11045178771018982
68,1,-1.0,-0.008395195007324219,0.9916048049926758,0.0,0.4158681631088257,0.4158681631088257
69,0,0.0,-0.04712437093257904,0.04712437093257904,0.0,0.12047205865383148,0.12047205865383148
70,1,0.0,-0.011892862617969513,0.011892862617969513,0.0,0.0914963111281395,0.0914963111281395
71,1,0.0,0.23478621244430542,0.23478621244430542,1.0,0.511728823184967,0.48827117681503296
72,0,0.0,-0.02396760880947113,0.02396760880947113,0.0,0.09828107059001923,0.09828107059001923
73,0,0.0,0.03926776349544525,0.03926776349544525,0.0,0.1400485783815384,0.1400485783815384
74,0,0.0,0.01709723472595215,0.01709723472595215,0.0,0.44453996419906616,0.44453996419906616
75,0,-1.0,-0.003788597881793976,0.9962114095687866,1.0,0.09745807945728302,0.9025419354438782
76,1,0.0,-0.006366550922393799,0.006366550922393799,0.0,0.12267002463340759,0.12267002463340759
77,0,0.0,-0.014885388314723969,0.014885388314723969,0.0,0.10992509126663208,0.10992509126663208
78,1,0.0,-0.018649883568286896,0.018649883568286896,0.0,0.10129649192094803,0.10129649192094803
79,1,1.0,-0.048830002546310425,1.0488300323486328,1.0,0.08777356147766113,0.9122264385223389
80,1,1.0,-0.003777027130126953,1.003777027130127,1.0,0.13532690703868866,0.8646730780601501
81,0,1.0,0.04444733262062073,0.9555526971817017,0.0,0.44460710883140564,0.44460710883140564
82,0,0.0,-0.045617952942848206,0.045617952942848206,0.0,0.11087987571954727,0.11087987571954727
83,1,0.0,-0.03200274705886841,0.03200274705886841,1.0,0.45954078435897827,0.5404592156410217
84,1,0.0,-0.017164170742034912,0.017164170742034912,0.0,0.11038461327552795,0.11038461327552795
85,0,0.0,-0.02601815015077591,0.02601815015077591,0.0,0.11636108160018921,0.11636108160018921
86,0,0.0,-0.03603976219892502,0.03603976219892502,0.0,0.1523417979478836,0.1523417979478836
87,1,0.0,-0.028265416622161865,0.028265416622161865,1.0,0.44797396659851074,0.5520260334014893
88,0,0.0,0.03579360246658325,0.03579360246658325,1.0,0.37224748730659485,0.6277525424957275
89,0,0.0,-0.00984499603509903,0.00984499603509903,0.0,0.12254782021045685,0.12254782021045685
90,0,0.0,-0.010494887828826904,0.010494887828826904,0.0,0.09948783367872238,0.09948783367872238
91,1,0.0,-0.016271010041236877,0.016271010041236877,0.0,0.0914187878370285,0.0914187878370285
92,0,0.0,-0.03463146090507507,0.03463146090507507,0.0,0.11594828218221664,0.11594828218221664
93,0,0.0,-0.034549780189991,0.034549780189991,0.0,0.10008841753005981,0.10008841753005981
94,0,0.0,-0.019569329917430878,0.019569329917430878,0.0,0.13613826036453247,0.13613826036453247
95,1,0.0,-0.0558224618434906,0.0558224618434906,0.0,0.05890819430351257,0.05890819430351257
96,0,0.0,-0.030728474259376526,0.030728474259376526,0.0,0.10307744890451431,0.10307744890451431
97,0,0.0,-0.005073346197605133,0.005073346197605133,0.0,0.09792502969503403,0.09792502969503403
98,1,0.0,-0.05616563558578491,0.05616563558578491,0.0,0.11403170228004456,0.11403170228004456
99,1,0.0,-0.020531639456748962,0.020531639456748962,0.0,0.07718320935964584,0.07718320935964584
100,1,0.0,-0.03958848863840103,0.03958848863840103,0.0,0.06487470865249634,0.06487470865249634
101,1,0.0,-0.05317205935716629,0.05317205935716629,0.0,0.06931634992361069,0.06931634992361069
102,1,0.0,-0.021492913365364075,0.021492913365364075,1.0,0.21174539625644684,0.7882546186447144
103,1,0.0,-0.029972173273563385,0.029972173273563385,0.0,0.0698520690202713,0.0698520690202713
104,1,0.0,-0.03076019138097763,0.03076019138097763,0.0,0.08204682916402817,0.08204682916402817
105,1,0.0,-0.05082473158836365,0.05082473158836365,0.0,0.08811263740062714,0.08811263740062714
106,1,0.0,-0.04159355163574219,0.04159355163574219,1.0,0.2357511818408966,0.7642488479614258
107,0,0.0,-0.0019430369138717651,0.0019430369138717651,0.0,0.18702857196331024,0.18702857196331024
108,1,0.0,-0.022566959261894226,0.022566959261894226,0.0,0.24325726926326752,0.24325726926326752
109,1,0.0,-0.019478291273117065,0.019478291273117065,0.0,0.0948181226849556,0.0948181226849556
110,0,0.0,-0.004189342260360718,0.004189342260360718,0.0,0.1144055649638176,0.1144055649638176
111,0,0.0,-0.05015808343887329,0.05015808343887329,0.0,0.09728291630744934,0.09728291630744934
112,0,0.0,-0.03767436742782593,0.03767436742782593,0.0,0.11259431391954422,0.11259431391954422
113,1,0.0,-0.008555404841899872,0.008555404841899872,0.0,0.09295336157083511,0.09295336157083511
114,0,0.0,-0.02858622372150421,0.02858622372150421,0.0,0.1583121418952942,0.1583121418952942
115,0,0.0,-0.016895174980163574,0.016895174980163574,1.0,0.544950544834137,0.45504945516586304
116,1,0.0,-0.025866292417049408,0.025866292417049408,0.0,0.07526040077209473,0.07526040077209473
117,0,0.0,-0.028419390320777893,0.028419390320777893,0.0,0.10212768614292145,0.10212768614292145
118,0,0.0,-0.03235206753015518,0.03235206753015518,0.0,0.10214241594076157,0.10214241594076157
119,0,0.0,-0.01965426653623581,0.01965426653623581,0.0,0.13370026648044586,0.13370026648044586
120,0,0.0,-0.0627722218632698,0.0627722218632698,0.0,0.14378301799297333,0.14378301799297333
121,0,0.0,-0.07721620798110962,0.07721620798110962,1.0,0.38463759422302246,0.6153624057769775
122,1,0.0,-0.004806488752365112,0.004806488752365112,0.0,0.09594196826219559,0.09594196826219559
123,1,0.0,-0.024058952927589417,0.024058952927589417,0.0,0.1329077184200287,0.1329077184200287
124,0,0.0,-0.030224844813346863,0.030224844813346863,0.0,0.09601545333862305,0.09601545333862305
125,0,0.0,-0.02582123875617981,0.02582123875617981,0.0,0.1244417130947113,0.1244417130947113
126,1,0.0,-0.013753719627857208,0.013753719627857208,0.0,0.1192689910531044,0.1192689910531044
127,0,0.0,-0.025225259363651276,0.025225259363651276,0.0,0.1073141023516655,0.1073141023516655
128,1,0.0,-0.027456581592559814,0.027456581592559814,0.0,0.0654047355055809,0.0654047355055809
129,0,-1.0,-0.19016993045806885,0.8098300695419312,1.0,0.405686616897583,0.594313383102417
130,1,0.0,0.008093178272247314,0.008093178272247314,0.0,0.15035530924797058,0.15035530924797058
131,1,0.0,-0.0038714557886123657,0.0038714557886123657,0.0,0.11708332598209381,0.11708332598209381
132,0,0.0,-0.02389337122440338,0.02389337122440338,0.0,0.0936504602432251,0.0936504602432251
133,0,0.0,-0.020573168992996216,0.020573168992996216,0.0,0.106046661734581,0.106046661734581
134,1,0.0,-0.008299626410007477,0.008299626410007477,0.0,0.11426154524087906,0.11426154524087906
135,1,0.0,-0.042341943830251694,0.042341943830251694,0.0,0.06201710179448128,0.06201710179448128
136,1,0.0,0.003767751157283783,0.003767751157283783,0.0,0.10719418525695801,0.10719418525695801
137,1,0.0,-0.02567943185567856,0.02567943185567856,0.0,0.08185382932424545,0.08185382932424545
138,1,0.0,-0.02548302710056305,0.02548302710056305,0.0,0.12873981893062592,0.12873981893062592
139,0,0.0,-0.05399274826049805,0.05399274826049805,0.0,0.14804357290267944,0.14804357290267944
140,0,0.0,-0.019937686622142792,0.019937686622142792,0.0,0.09651994705200195,0.09651994705200195
141,1,0.0,-0.07254517078399658,0.07254517078399658,0.0,0.0954766720533371,0.0954766720533371
142,1,0.0,-0.034399643540382385,0.034399643540382385,0.0,0.07723134756088257,0.07723134756088257
143,1,0.0,-0.02633858472108841,0.02633858472108841,0.0,0.06777230650186539,0.06777230650186539
144,0,0.0,-0.06081476807594299,0.06081476807594299,1.0,0.22893857955932617,0.7710614204406738
145,1,0.0,0.008705824613571167,0.008705824613571167,0.0,0.10665144771337509,0.10665144771337509
146,0,0.0,-0.047845643013715744,0.047845643013715744,0.0,0.10986816138029099,0.10986816138029099
147,1,0.0,-0.03985106945037842,0.03985106945037842,1.0,0.4357456862926483,0.5642542839050293
