,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,1,0.0,-0.0012989193201065063,0.0012989193201065063,0.0,0.08064855635166168,0.08064855635166168
1,1,0.0,-0.001845233142375946,0.001845233142375946,0.0,0.08554057031869888,0.08554057031869888
2,1,0.0,-0.006498157978057861,0.006498157978057861,1.0,0.09831056743860245,0.9016894102096558
3,1,0.0,-0.006360795348882675,0.006360795348882675,0.0,0.0556221567094326,0.0556221567094326
4,1,0.0,-0.007263563573360443,0.007263563573360443,0.0,0.07819699496030807,0.07819699496030807
5,0,0.0,-0.005327168852090836,0.005327168852090836,0.0,0.06376717239618301,0.06376717239618301
6,1,0.0,-0.006299629807472229,0.006299629807472229,0.0,0.06486556679010391,0.06486556679010391
7,1,0.0,-0.004724219441413879,0.004724219441413879,0.0,0.07514645904302597,0.07514645904302597
8,0,0.0,-0.0020775645971298218,0.0020775645971298218,0.0,0.07760943472385406,0.07760943472385406
9,0,-1.0,-0.005218476057052612,0.994781494140625,1.0,0.09032798558473587,0.9096720218658447
10,1,0.0,-0.0015768781304359436,0.0015768781304359436,0.0,0.08875345438718796,0.08875345438718796
11,1,0.0,-0.004886701703071594,0.004886701703071594,0.0,0.08779870718717575,0.08779870718717575
12,1,0.0,-0.009179741144180298,0.009179741144180298,0.0,0.07850641012191772,0.07850641012191772
13,1,0.0,-0.006986558437347412,0.006986558437347412,0.0,0.05759463459253311,0.05759463459253311
14,1,0.0,-0.009822040796279907,0.009822040796279907,0.0,0.08041829615831375,0.08041829615831375
15,0,0.0,-0.00725371390581131,0.00725371390581131,0.0,0.07562756538391113,0.07562756538391113
16,1,0.0,-0.007601521909236908,0.007601521909236908,0.0,0.07820437848567963,0.07820437848567963
17,1,-1.0,-0.005080036818981171,0.9949199557304382,0.0,0.08033853024244308,0.08033853024244308
18,0,0.0,-0.014104634523391724,0.014104634523391724,0.0,0.08247338980436325,0.08247338980436325
19,0,0.0,-0.015081137418746948,0.015081137418746948,0.0,0.08421893417835236,0.08421893417835236
20,1,0.0,-0.003257162868976593,0.003257162868976593,0.0,0.06692057847976685,0.06692057847976685
21,1,0.0,-0.0017757788300514221,0.0017757788300514221,0.0,0.08917984366416931,0.08917984366416931
22,0,0.0,-0.006589978933334351,0.006589978933334351,0.0,0.09400932490825653,0.09400932490825653
23,0,0.0,-0.002336271107196808,0.002336271107196808,0.0,0.08054321259260178,0.08054321259260178
24,1,0.0,-0.005381695926189423,0.005381695926189423,0.0,0.05102507397532463,0.05102507397532463
25,1,0.0,-0.0019029229879379272,0.0019029229879379272,1.0,0.09826714545488358,0.901732861995697
26,0,0.0,-0.00487750768661499,0.00487750768661499,0.0,0.06739990413188934,0.06739990413188934
27,0,0.0,-0.007947176694869995,0.007947176694869995,1.0,0.09962663054466248,0.9003733396530151
28,0,0.0,-0.004468448460102081,0.004468448460102081,0.0,0.06412062048912048,0.06412062048912048
29,0,0.0,-0.004064746201038361,0.004064746201038361,0.0,0.07671873271465302,0.07671873271465302
30,1,0.0,-0.010028120130300522,0.010028120130300522,0.0,0.06172366067767143,0.06172366067767143
31,1,0.0,-0.007990486919879913,0.007990486919879913,0.0,0.07877320051193237,0.07877320051193237
32,1,-1.0,0.0013060644268989563,1.0013060569763184,0.0,0.08938717842102051,0.08938717842102051
33,0,0.0,-0.0050436630845069885,0.0050436630845069885,0.0,0.06951715797185898,0.06951715797185898
34,0,0.0,-0.00439993292093277,0.00439993292093277,0.0,0.06841250509023666,0.06841250509023666
35,1,0.0,-0.004743251949548721,0.004743251949548721,0.0,0.061726924031972885,0.061726924031972885
36,1,-1.0,-0.016490265727043152,0.9835097193717957,0.0,0.08362460881471634,0.08362460881471634
37,0,0.0,-0.004111267626285553,0.004111267626285553,1.0,0.08173800259828568,0.9182620048522949
38,1,0.0,-0.006238929927349091,0.006238929927349091,1.0,0.09988275170326233,0.9001172780990601
39,1,0.0,-0.006619349122047424,0.006619349122047424,0.0,0.08228103071451187,0.08228103071451187
40,0,0.0,-0.003789614886045456,0.003789614886045456,0.0,0.06237414479255676,0.06237414479255676
41,0,0.0,-0.005297396332025528,0.005297396332025528,0.0,0.058263905346393585,0.058263905346393585
42,1,0.0,-0.003190435469150543,0.003190435469150543,0.0,0.05671500787138939,0.05671500787138939
43,0,0.0,-0.003739103674888611,0.003739103674888611,1.0,0.10692939907312393,0.8930705785751343
44,1,0.0,-0.004111170768737793,0.004111170768737793,1.0,0.09054554998874664,0.9094544649124146
