,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf
0,1,0.0,-0.05824665725231171,0.05824665725231171,0.0,0.09407225251197815,0.09407225251197815
1,0,0.0,-0.022966891527175903,0.022966891527175903,0.0,0.1816815435886383,0.1816815435886383
2,1,0.0,0.007114201784133911,0.007114201784133911,0.0,0.1521148830652237,0.1521148830652237
3,1,0.0,0.08014938235282898,0.08014938235282898,1.0,0.37662604451179504,0.6233739852905273
4,1,0.0,-0.015043772757053375,0.015043772757053375,0.0,0.08652856945991516,0.08652856945991516
5,0,0.0,-0.005624629557132721,0.005624629557132721,0.0,0.08756503462791443,0.08756503462791443
6,0,0.0,0.0468100905418396,0.0468100905418396,0.0,0.23757731914520264,0.23757731914520264
7,0,0.0,-0.006065651774406433,0.006065651774406433,0.0,0.08388844132423401,0.08388844132423401
8,1,0.0,-0.00610969215631485,0.00610969215631485,0.0,0.07930909842252731,0.07930909842252731
9,1,0.0,-0.02872106432914734,0.02872106432914734,0.0,0.08400419354438782,0.08400419354438782
10,1,0.0,-0.02452627569437027,0.02452627569437027,0.0,0.06602779775857925,0.06602779775857925
11,1,1.0,-0.08167257905006409,1.0816725492477417,1.0,0.10620522499084473,0.8937947750091553
12,0,0.0,-0.02339012920856476,0.02339012920856476,0.0,0.09582769870758057,0.09582769870758057
13,1,0.0,-0.010066606104373932,0.010066606104373932,1.0,0.08878211677074432,0.9112178683280945
14,1,0.0,-0.025055069476366043,0.025055069476366043,0.0,0.0533776618540287,0.0533776618540287
15,1,0.0,-0.0117744579911232,0.0117744579911232,0.0,0.08701695501804352,0.08701695501804352
16,1,0.0,-0.013203047215938568,0.013203047215938568,0.0,0.07503564655780792,0.07503564655780792
17,0,0.0,-0.04098835587501526,0.04098835587501526,1.0,0.22677341103553772,0.7732266187667847
18,1,0.0,-0.022533521056175232,0.022533521056175232,0.0,0.06636878848075867,0.06636878848075867
19,1,0.0,-0.008312784135341644,0.008312784135341644,0.0,0.06971891969442368,0.06971891969442368
20,0,0.0,-0.01681724190711975,0.01681724190711975,0.0,0.10667859017848969,0.10667859017848969
21,0,0.0,-0.023484937846660614,0.023484937846660614,0.0,0.08739671856164932,0.08739671856164932
22,1,0.0,-0.020390741527080536,0.020390741527080536,0.0,0.07481414079666138,0.07481414079666138
23,1,0.0,-0.0127149298787117,0.0127149298787117,0.0,0.08230511099100113,0.08230511099100113
24,1,0.0,-0.053834542632102966,0.053834542632102966,0.0,0.12242250144481659,0.12242250144481659
25,1,0.0,-0.02100864052772522,0.02100864052772522,0.0,0.06464485079050064,0.06464485079050064
