,Treatment,yf_true,yf_hat,diff_yf
0,0.0,0.0,0.28458335995674133,0.28458335995674133
1,0.0,0.0,0.28549739718437195,0.28549739718437195
2,0.0,0.0,0.6390883326530457,0.6390883326530457
3,0.0,0.0,0.10936757922172546,0.10936757922172546
4,0.0,0.0,0.10537360608577728,0.10537360608577728
5,0.0,0.0,0.08496642857789993,0.08496642857789993
6,0.0,1.0,0.13514357805252075,0.8648564219474792
7,0.0,0.0,0.22707508504390717,0.22707508504390717
8,0.0,0.0,0.12063416093587875,0.12063416093587875
9,0.0,0.0,0.20789137482643127,0.20789137482643127
10,0.0,0.0,0.19851697981357574,0.19851697981357574
11,0.0,0.0,0.15612898766994476,0.15612898766994476
12,0.0,0.0,0.10665123909711838,0.10665123909711838
13,0.0,0.0,0.10102832317352295,0.10102832317352295
14,0.0,0.0,0.11612655222415924,0.11612655222415924
15,0.0,0.0,0.11612655222415924,0.11612655222415924
16,0.0,0.0,0.09088822454214096,0.09088822454214096
17,0.0,1.0,0.1733878254890442,0.8266121745109558
18,0.0,1.0,0.7038110494613647,0.29618895053863525
19,0.0,1.0,0.6431419253349304,0.3568580746650696
20,0.0,1.0,0.8063555359840393,0.1936444640159607
21,0.0,1.0,0.879054605960846,0.12094539403915405
22,0.0,1.0,0.879054605960846,0.12094539403915405
23,0.0,1.0,0.9007498621940613,0.09925013780593872
24,0.0,1.0,0.9129951596260071,0.08700484037399292
25,0.0,1.0,0.9213639497756958,0.0786360502243042
26,0.0,1.0,0.8814296126365662,0.11857038736343384
27,0.0,1.0,0.8209941387176514,0.17900586128234863
28,0.0,1.0,0.8209941387176514,0.17900586128234863
29,0.0,1.0,0.8996966481208801,0.10030335187911987
30,0.0,1.0,0.8288524150848389,0.17114758491516113
31,0.0,1.0,0.8403276801109314,0.1596723198890686
32,0.0,1.0,0.9516962766647339,0.04830372333526611
33,0.0,1.0,0.905758798122406,0.094241201877594
34,0.0,0.0,0.7991248965263367,0.7991248965263367
35,0.0,1.0,0.9399744272232056,0.060025572776794434
36,0.0,1.0,0.7807596325874329,0.21924036741256714
37,0.0,1.0,0.9113506078720093,0.08864939212799072
38,0.0,1.0,0.8151895403862,0.18481045961380005
39,0.0,1.0,0.9478720426559448,0.052127957344055176
40,0.0,0.0,0.6313416957855225,0.6313416957855225
41,0.0,1.0,0.8746029138565063,0.12539708614349365
42,0.0,1.0,0.9325862526893616,0.06741374731063843
43,0.0,1.0,0.9341380000114441,0.06586199998855591
44,0.0,1.0,0.7187580466270447,0.2812419533729553
45,0.0,1.0,0.9327157735824585,0.0672842264175415
46,0.0,0.0,0.871898889541626,0.871898889541626
47,0.0,1.0,0.9015016555786133,0.09849834442138672
48,0.0,0.0,0.8422142267227173,0.8422142267227173
49,0.0,1.0,0.8789315819740295,0.12106841802597046
50,0.0,1.0,0.7591781616210938,0.24082183837890625
51,0.0,1.0,0.8941612839698792,0.10583871603012085
52,0.0,1.0,0.9557439088821411,0.04425609111785889
53,0.0,1.0,0.8748851418495178,0.12511485815048218
54,0.0,1.0,0.9027894139289856,0.0972105860710144
55,0.0,1.0,0.9281904101371765,0.07180958986282349
