,Treatment,yf_true,yf_hat,diff_yf
0,0.0,0.0,0.25691288709640503,0.25691288709640503
1,0.0,0.0,0.5045716762542725,0.5045716762542725
2,0.0,0.0,0.07430467754602432,0.07430467754602432
3,0.0,0.0,0.10797562450170517,0.10797562450170517
4,0.0,0.0,0.09704817831516266,0.09704817831516266
5,0.0,0.0,0.2067851722240448,0.2067851722240448
6,0.0,1.0,0.6371990442276001,0.3628009557723999
7,0.0,0.0,0.09489934146404266,0.09489934146404266
8,0.0,0.0,0.4068014919757843,0.4068014919757843
9,0.0,1.0,0.19044826924800873,0.8095517158508301
10,0.0,0.0,0.11804168671369553,0.11804168671369553
11,0.0,0.0,0.09816599637269974,0.09816599637269974
12,0.0,0.0,0.21406270563602448,0.21406270563602448
13,0.0,0.0,0.5788576006889343,0.5788576006889343
14,0.0,0.0,0.4321073889732361,0.4321073889732361
15,0.0,0.0,0.11406576633453369,0.11406576633453369
16,0.0,0.0,0.22590027749538422,0.22590027749538422
17,0.0,0.0,0.14138247072696686,0.14138247072696686
18,0.0,1.0,0.4533776044845581,0.5466223955154419
19,0.0,1.0,0.08841753751039505,0.9115824699401855
20,0.0,1.0,0.2463449090719223,0.7536550760269165
21,0.0,0.0,0.20224612951278687,0.20224612951278687
22,0.0,0.0,0.20903733372688293,0.20903733372688293
23,0.0,0.0,0.20886249840259552,0.20886249840259552
24,0.0,1.0,0.3529583513736725,0.6470416784286499
25,0.0,0.0,0.17913056910037994,0.17913056910037994
26,0.0,1.0,0.26707926392555237,0.73292076587677
27,0.0,0.0,0.09247652441263199,0.09247652441263199
28,0.0,0.0,0.48237380385398865,0.48237380385398865
29,0.0,0.0,0.2723707854747772,0.2723707854747772
30,0.0,1.0,0.09247652441263199,0.9075234532356262
31,0.0,0.0,0.13472753763198853,0.13472753763198853
32,0.0,0.0,0.16277369856834412,0.16277369856834412
33,0.0,0.0,0.22158648073673248,0.22158648073673248
34,0.0,0.0,0.24767711758613586,0.24767711758613586
35,0.0,1.0,0.4004686772823334,0.5995312929153442
36,0.0,0.0,0.1117786169052124,0.1117786169052124
37,0.0,0.0,0.14708122611045837,0.14708122611045837
38,0.0,0.0,0.2609681785106659,0.2609681785106659
39,0.0,0.0,0.231732577085495,0.231732577085495
40,0.0,0.0,0.17429913580417633,0.17429913580417633
41,0.0,1.0,0.10781456530094147,0.8921854496002197
42,0.0,0.0,0.18459658324718475,0.18459658324718475
43,0.0,1.0,0.19355948269367218,0.806440532207489
44,0.0,0.0,0.2417462319135666,0.2417462319135666
45,0.0,0.0,0.09247652441263199,0.09247652441263199
46,0.0,0.0,0.1281822770833969,0.1281822770833969
47,0.0,0.0,0.12085071951150894,0.12085071951150894
48,0.0,0.0,0.10214747488498688,0.10214747488498688
49,0.0,0.0,0.10214747488498688,0.10214747488498688
